web-scraper-order,web-scraper-start-url,price,location,address,type,nobeds,nobath,sqft_price,size,pagination,pagination-href
"1647919848-2571","https://www.edgeprop.my/buy/johor/all-residential?page=779","RM 320,000","Taman Sri Saujana","Jalan SS 6/4, Kota Tinggi, Johor","Landed","4 beds","2 bath","RM 228/sqft","1,400 sqft","",""
"1647921639-8807","https://www.edgeprop.my/buy/johor/all-residential?page=467","RM 595,000","KSL @ Puteri Park","Jalan Puteri, Taman Puteri Wangsa, Ulu Tiram, Johor","Landed","4 + 1 beds","4 bath","2 carpark","RM 354/sqft","",""
"1647920196-3730","https://www.edgeprop.my/buy/johor/all-residential?page=721","RM 129,000","Sri Lanang Flat (Rumah Pangsa Sri Lanang)","Taman Desa Tebrau, 81100 Johor Bahru, Johor, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 171/sqft","754 sqft","",""
"1647921604-8677","https://www.edgeprop.my/buy/johor/all-residential?page=473","RM 345,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 199/sqft","1,728 sqft","",""
"1647923597-14659","https://www.edgeprop.my/buy/johor/all-residential?page=174","RM 780,000EdgeProp Only","Taman Perling","Jalan Camar, Jalan Undan, Jalan Pekaka, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 260/sqft","3,000 sqft","",""
"1647923820-15430","https://www.edgeprop.my/buy/johor/all-residential?page=136","RM 630,000EdgeProp Only","Bandar Seri Alam","Bandar Seri Alam 81750 Masai Johor, Johor Bahru, Johor","Landed","5 beds","3 bath","RM 323/sqft","1,950 sqft","",""
"1647921027-6682","https://www.edgeprop.my/buy/johor/all-residential?page=573","RM 358,000","Taman Desa Jaya","Off Jalan desa Jaya, Johor Bahru, Johor","Landed","3 beds","2 bath","RM 232/sqft","1,540 sqft","",""
"1647923127-13279","https://www.edgeprop.my/buy/johor/all-residential?page=243","RM 450,000EdgeProp Only","Taman Nusantara","Jalan Nusaria, Gelang Patah, Johor","Landed","3 beds","2 bath","RM 140/sqft","3,196 sqft","",""
"1647919260-527","https://www.edgeprop.my/buy/johor/all-residential?page=881","RM 138,000","Taman Bukit Mewah","Tampoi, Johor","Non Landed","2 beds","1 bath","RM 213/sqft","646 sqft","",""
"1647921639-8797","https://www.edgeprop.my/buy/johor/all-residential?page=467","RM 560,000","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647921014-6655","https://www.edgeprop.my/buy/johor/all-residential?page=574","RM 430,000","Taman Rinting","Jalan Balau, Masai, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647920843-6089","https://www.edgeprop.my/buy/johor/all-residential?page=603","RM 335,000","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647920185-3691","https://www.edgeprop.my/buy/johor/all-residential?page=723","RM 650,000","Taman Lagenda Putra","Off Jalan Alor Bukit, Kulai, Johor","Landed","5 beds","4 bath","RM 213/sqft","3,040 sqft","",""
"1647922868-12564","https://www.edgeprop.my/buy/johor/all-residential?page=279","RM 140,000EdgeProp Only","Mount Austin Flat","Jalan Mutiara Emas 2/2, Taman Mount Austin, 81100 Johor Bahru, Johor, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 205/sqft","680 sqft","",""
"1647920157-3592","https://www.edgeprop.my/buy/johor/all-residential?page=728","RM 668,000","Horizon Hills","Jalan Eka, Horizon Hills, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647923701-14999","https://www.edgeprop.my/buy/johor/all-residential?page=157","RM 418,000EdgeProp Only","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","3 + 1 beds","2 bath","2 carpark","RM 253/sqft","",""
"1647921422-8075","https://www.edgeprop.my/buy/johor/all-residential?page=503","RM 260,000","Apartment Bukit Saujana","Jalan Yahya Awal, Johor Bahru, Johor","Non Landed","4 beds","2 bath","1 carpark","RM 215/sqft","",""
"1647922000-9891","https://www.edgeprop.my/buy/johor/all-residential?page=413","RM 460,000","Taman Bestari Indah","Jalan Bestari, Ulu Tiram, Johor","Landed","3 beds","2 bath","4 carpark","RM 143/sqft","",""
"1647923192-13445","https://www.edgeprop.my/buy/johor/all-residential?page=235","RM 590,000EdgeProp Only","Taman Nusantara","Jalan Nusaria, Gelang Patah, Johor","Landed","5 beds","4 bath","RM 263/sqft","2,240 sqft","",""
"1647921736-9100","https://www.edgeprop.my/buy/johor/all-residential?page=452","RM 850,000","Taman Pelangi Indah","Ulu Tiram, Ulu Tiram, Johor","Landed","4 beds","3 bath","2 carpark","RM 265/sqft","",""
"1647921290-7664","https://www.edgeprop.my/buy/johor/all-residential?page=524","RM 150,000EdgeProp Only","Sri Lanang Flat (Rumah Pangsa Sri Lanang)","Taman Desa Tebrau, 81100 Johor Bahru, Johor, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 200/sqft","750 sqft","",""
"1647923661-14871","https://www.edgeprop.my/buy/johor/all-residential?page=164","RM 610,000EdgeProp Only","Taman Bukit Indah","Jalan Indah, Johor Bahru, Johor","Landed","3 beds","3 bath","RM -","- sqft","",""
"1647921615-8727","https://www.edgeprop.my/buy/johor/all-residential?page=471","RM 498,000","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","4 + 1 beds","3 bath","2 carpark","RM 319/sqft","",""
"1647919152-133","https://www.edgeprop.my/buy/johor/all-residential?page=901","RM 480,000","Taman Desa Harmoni","Off Persiaran Bumi Hijau, Masai, Johor","Landed","4 beds","3 bath","RM 253/sqft","1,896 sqft","",""
"1647923898-15698","https://www.edgeprop.my/buy/johor/all-residential?page=122","RM 330,000EdgeProp Only","The Senai Garden","Jalan Senai Impian Utama, Taman Impian Senai, Senai, Johor","Non Landed","1 + 1 beds","1 bath","RM 470/sqft","702 sqft","",""
"1647921321-7760","https://www.edgeprop.my/buy/johor/all-residential?page=519","RM 588,000EdgeProp Only","Taman Nusa Bestari 1","Jalan Bestari, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 420/sqft","1,400 sqft","",""
"1647920167-3619","https://www.edgeprop.my/buy/johor/all-residential?page=726","RM 399,000EdgeProp Only","Aloha Tower Condominium","Jalan Kolam Air, Johor Bahru, Johor","Non Landed","4 beds","2 bath","RM 234/sqft","1,700 sqft","",""
"1647921296-7680","https://www.edgeprop.my/buy/johor/all-residential?page=523","RM 435,000EdgeProp Only","Taman Bintang, Senai","Senai, Johor","Landed","4 beds","3 bath","2 carpark","RM -","",""
"1647922273-10870","https://www.edgeprop.my/buy/johor/all-residential?page=364","RM 380,000EdgeProp Only","Seri Mutiara Apartments, Bandar Baru Seri Alam","Jalan Persiaran Seri Alam, Masai, Johor","Non Landed","3 beds","2 bath","RM 283/sqft","1,340 sqft","",""
"1647923349-13890","https://www.edgeprop.my/buy/johor/all-residential?page=213","RM 978,000EdgeProp Only","Bandar Baru Seri Alam","Persiaran Seri Alam, Masai, Johor","Landed","4 + 1 beds","4 bath","RM 436/sqft","2,240 sqft","",""
"1647922085-10209","https://www.edgeprop.my/buy/johor/all-residential?page=397","RM 769,000","Austin Duta","Jalan Austin Duta, Johor Bahru, Johor","Landed","4 + 1 beds","3 bath","3 carpark","RM 369/sqft","",""
"1647920724-5690","https://www.edgeprop.my/buy/johor/all-residential?page=623","RM 1,150,000","Mont Callista","Off Jalan Pulai 65, Skudai, Johor","Landed","4 beds","4 bath","RM 359/sqft","3,200 sqft","",""
"1647920439-4622","https://www.edgeprop.my/buy/johor/all-residential?page=676","RM 950,000","Sapphire 8 @ Bandar Seri Alam","Jalan Persiaran Seri Alam, Masai, Johor","Landed","5 + 1 beds","5 bath","RM 349/sqft","2,720 sqft","",""
"1647924003-16019","https://www.edgeprop.my/buy/johor/all-residential?page=106","RM 460,000EdgeProp Only","Leisure Farm","Jalan Peranginan Leisure Farm, Gelang Patah, Johor","Landed","2 beds","3 bath","2 carpark","RM -","",""
"1647923135-13301","https://www.edgeprop.my/buy/johor/all-residential?page=242","RM 444,690EdgeProp Only","Eco Tropics","Pasir Gudang, Johor","Landed","4 + 1 beds","4 bath","2 carpark","RM 181/sqft","",""
"1647920058-3215","https://www.edgeprop.my/buy/johor/all-residential?page=746","RM 355,000EdgeProp Only","Taman Cantik","jalan jelita, Kulai, Johor","Landed","5 beds","3 bath","RM 230/sqft","1,540 sqft","",""
"1647922171-10464","https://www.edgeprop.my/buy/johor/all-residential?page=384","RM 428,000","Taman Molek","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","4 beds","2 bath","RM 329/sqft","1,300 sqft","",""
"1647919235-432","https://www.edgeprop.my/buy/johor/all-residential?page=886","RM 238,000","Pandan Residence II","Jalan Pandan Ria 7 Off Pandan City, Johor Bahru, Johor","Non Landed","1 beds","1 bath","RM 351/sqft","678 sqft","",""
"1647920460-4712","https://www.edgeprop.my/buy/johor/all-residential?page=672","RM 1,100,000","Taman Perling","Jalan Camar, Jalan Undan, Jalan Pekaka, Johor Bahru, Johor","Landed","4 beds","4 bath","RM 343/sqft","3,200 sqft","",""
"1647924197-16679","https://www.edgeprop.my/buy/johor/all-residential?page=73","RM 780,000EdgeProp Only","Nusa Idaman","Jalan Idaman, Iskandar Puteri (Nusajaya), Johor","Landed","4 + 1 beds","4 bath","RM -","- sqft","",""
"1647921283-7653","https://www.edgeprop.my/buy/johor/all-residential?page=525","RM 608,000EdgeProp Only","Taman Sri Orkid","Jalan Seri Orkid, Skudai, Johor","Landed","4 + 2 beds","2 bath","RM 425/sqft","1,430 sqft","",""
"1647920147-3536","https://www.edgeprop.my/buy/johor/all-residential?page=730","RM 460,000EdgeProp Only","Jalan Rumbia 75","Jalan Rumbia, Johor Bahru, Johor","Landed","4 beds","3 bath","2 carpark","RM 298/sqft","",""
"1647920913-6333","https://www.edgeprop.my/buy/johor/all-residential?page=591","RM 550,000","Taman Pulai Indah","Off Persiaran Pulai Indah, Kangkar Pulai, Johor","Landed","4 beds","3 bath","RM 178/sqft","3,080 sqft","",""
"1647920076-3277","https://www.edgeprop.my/buy/johor/all-residential?page=743","RM 520,000EdgeProp Only","Taman Pulai Flora","Jalan Flora, Skudai, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647920141-3521","https://www.edgeprop.my/buy/johor/all-residential?page=731","RM 448,000EdgeProp Only","Taman Megah Ria","Jalan Jelatang, Masai, Johor","Landed","3 beds","2 bath","RM 182/sqft","2,450 sqft","",""
"1647923935-15800","https://www.edgeprop.my/buy/johor/all-residential?page=117","RM 440,000EdgeProp Only","Taman Ungku Tun Aminah","Jalan Tun Aminah, Skudai, Johor","Landed","7 beds","3 bath","RM 285/sqft","1,540 sqft","",""
"1647922322-11039","https://www.edgeprop.my/buy/johor/all-residential?page=355","RM 467,500","Bandar Baru Seri Alam","Persiaran Seri Alam, Masai, Johor","Landed","4 beds","4 bath","2 carpark","RM 303/sqft","",""
"1647920136-3503","https://www.edgeprop.my/buy/johor/all-residential?page=732","RM 475,000EdgeProp Only","Taman Megah Ria","Jalan Jelatang, Masai, Johor","Landed","4 beds","3 bath","RM 308/sqft","1,540 sqft","",""
"1647921709-9025","https://www.edgeprop.my/buy/johor/all-residential?page=456","RM 355,000","Taman Setia Indah","Jalan Setia, Johor Bahru, Johor","Landed","3 beds","2 bath","2 carpark","RM -","",""
"1647920674-5489","https://www.edgeprop.my/buy/johor/all-residential?page=633","RM 580,000","Taman Molek","Off Persiaran Bumi Hijau, Johor Bahru, Johor","Landed","3 beds","2 bath","3 carpark","RM 181/sqft","",""
"1647921913-9621","https://www.edgeprop.my/buy/johor/all-residential?page=426","RM 479,000","Taman Kota Masai","Taman Kota Masai, Pasir Gudang, Johor","Landed","3 beds","2 bath","2 carpark","RM 152/sqft","",""
"1647919804-2410","https://www.edgeprop.my/buy/johor/all-residential?page=787","RM 480,000","Seri Austin Residence","Jalan Seri Austin 1/17, Taman Seri Austin, Johor Bahru, Johor","Non Landed","4 beds","3 bath","RM 397/sqft","1,208 sqft","",""
"1647920532-4954","https://www.edgeprop.my/buy/johor/all-residential?page=659","RM 988,000EdgeProp Only","Taman Tasek Aspira 2 Storey House","Johor Bahru, Johor","Landed","4 + 1 beds","4 bath","RM 276/sqft","3,573 sqft","",""
"1647921501-8346","https://www.edgeprop.my/buy/johor/all-residential?page=490","RM 365,000","Sky Oasis Residences","Jalan Setia 12/1 Setia Indah, Johor Bahru, Johor","Non Landed","2 + 1 beds","2 bath","RM 399/sqft","913 sqft","",""
"1647924455-17683","https://www.edgeprop.my/buy/johor/all-residential?page=23","RM 420,000EdgeProp Only","Taman Puteri Wangsa","Jalan Kembia; Jalan Beladau; Jalan Lading; Jalan Jenawi, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM -","- sqft","",""
"1647920302-4128","https://www.edgeprop.my/buy/johor/all-residential?page=701","RM 228,000EdgeProp Only","Jalan Ulu Tiram","Ulu Tiram, Johor","Landed","3 beds","1 bath","RM 295/sqft","771 sqft","",""
"1647919675-1952","https://www.edgeprop.my/buy/johor/all-residential?page=810","RM 655,000","Taman Mutiara Rini","Off Jalan Gelang Patah, Skudai, Johor","Landed","4 beds","4 bath","RM -","- sqft","",""
"1647923780-15291","https://www.edgeprop.my/buy/johor/all-residential?page=143","RM 365,000EdgeProp Only","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","3 beds","2 bath","2 carpark","RM 280/sqft","",""
"1647920058-3225","https://www.edgeprop.my/buy/johor/all-residential?page=746","RM 240,000EdgeProp Only","D'Ambience Residences (Ikatan Flora), Bandar Baru Permas Jaya","Jalan Permas 2, Bandar Baru Permas Jaya, Permas Jaya/Senibong, Johor","Non Landed","1 beds","1 bath","RM 467/sqft","513 sqft","",""
"1647921308-7724","https://www.edgeprop.my/buy/johor/all-residential?page=521","RM 348,000EdgeProp Only","Taman Kota Masai","Taman Kota Masai, Pasir Gudang, Johor","Landed","3 beds","2 bath","2 carpark","RM -","",""
"1647923977-15941","https://www.edgeprop.my/buy/johor/all-residential?page=110","RM 2,615,030EdgeProp Only","Leisure Farm","Jalan Pinang, Gelang Patah, Johor","Landed","- beds","- bath","RM 110/sqft","23,773 sqft","",""
"1647921835-9396","https://www.edgeprop.my/buy/johor/all-residential?page=437","RM 370,000","The Arc At Austin Hill","Johor Bahru, Johor","Non Landed","3 beds","2 bath","2 carpark","RM 435/sqft","",""
"1647920506-4858","https://www.edgeprop.my/buy/johor/all-residential?page=664","RM 1,200,000EdgeProp Only","Adda Height @Yellow Horizon Double Storey Cluster","Johor Bahru, Johor","Landed","5 beds","5 bath","RM 504/sqft","2,380 sqft","",""
"1647924385-17430","https://www.edgeprop.my/buy/johor/all-residential?page=36","RM 899,000EdgeProp Only","Taman Nusa Sentral","Jalan Sentral, Iskandar Puteri (Nusajaya), Johor","Landed","7 beds","5 bath","RM -","- sqft","",""
"1647919859-2603","https://www.edgeprop.my/buy/johor/all-residential?page=777","RM 475,000EdgeProp Only","Taman Nusa Perintis 2","Jalan Nusa Perintis, Gelang Patah, Johor","Landed","4 beds","3 bath","RM 308/sqft","1,540 sqft","",""
"1647921187-7293","https://www.edgeprop.my/buy/johor/all-residential?page=543","RM 160,000EdgeProp Only","Jalan Ulu Tiram","Kg Kiambang, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 153/sqft","1,044 sqft","",""
"1647923621-14748","https://www.edgeprop.my/buy/johor/all-residential?page=170","RM 248,000EdgeProp Only","Idaman Senibong","Jalan Persiaran Senibong, Permas Jaya/Senibong, Johor","Non Landed","3 beds","2 bath","RM 304/sqft","815 sqft","",""
"1647919591-1664","https://www.edgeprop.my/buy/johor/all-residential?page=824","RM 988,000","Opal Seri Alam@ 2 sty cluster house for sale","Masai, Johor","Landed","5 beds","4 bath","RM -","- sqft","",""
"1647920669-5461","https://www.edgeprop.my/buy/johor/all-residential?page=634","RM 875,000","Eco Summers","off Jalan Daya, Johor Bahru, Johor","Landed","4 beds","4 bath","RM 497/sqft","1,760 sqft","",""
"1647924237-16849","https://www.edgeprop.my/buy/johor/all-residential?page=65","RM 850,000EdgeProp Only","Taman Kolam Air","Johor Bahru, Johor","Landed","4 beds","3 bath","RM 286/sqft","2,967 sqft","",""
"1647924257-16931","https://www.edgeprop.my/buy/johor/all-residential?page=61","RM 460,000EdgeProp Only","Taman Bestari Indah","Jalan Bestari, Ulu Tiram, Johor","Landed","3 beds","2 bath","RM 143/sqft","3,200 sqft","",""
"1647921212-7376","https://www.edgeprop.my/buy/johor/all-residential?page=538","RM 290,000EdgeProp Only","The Aliff Residences","Jalan Tahana Off Jalan Tampoi, Johor Bahru, Johor","Non Landed","2 beds","2 bath","RM 315/sqft","920 sqft","",""
"1647922218-10637","https://www.edgeprop.my/buy/johor/all-residential?page=375","RM 410,000EdgeProp Only","Jalan Pulai Indah 8/9","Jalan PI, Kangkar Pulai, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647920781-5901","https://www.edgeprop.my/buy/johor/all-residential?page=612","RM 838,000","Taman Nusa Sentral","Jalan Sentral, Iskandar Puteri (Nusajaya), Johor","Landed","6 beds","6 bath","RM 446/sqft","1,875 sqft","",""
"1647921988-9847","https://www.edgeprop.my/buy/johor/all-residential?page=415","RM 568,000","Taman Mount Austin","Mount Austin Jalan Mutiara Emas 3, Johor Bahru, Johor","Landed","4 beds","3 bath","RM 405/sqft","1,400 sqft","",""
"1647923852-15549","https://www.edgeprop.my/buy/johor/all-residential?page=130","RM 388,000EdgeProp Only","M Condominium","Jalan Dewata Off Susur Larkin Perdana 2, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 363/sqft","1,068 sqft","",""
"1647921471-8239","https://www.edgeprop.my/buy/johor/all-residential?page=495","RM 560,000","Austin Duta","Jalan Austin Duta, Johor Bahru, Johor","Landed","4 beds","3 bath","RM -","- sqft","",""
"1647919675-1946","https://www.edgeprop.my/buy/johor/all-residential?page=810","RM 500,000","Taman Desa Cemerlang","Off Jalan Tanjong, Ulu Tiram, Johor","Landed","4 beds","4 bath","RM 284/sqft","1,760 sqft","",""
"1647922493-11647","https://www.edgeprop.my/buy/johor/all-residential?page=325","RM 298,000EdgeProp Only","Taman Bukit Mewah","Jalan Mewah Ria, Tampoi, Johor","Landed","2 beds","1 bath","RM 387/sqft","770 sqft","",""
"1647921783-9240","https://www.edgeprop.my/buy/johor/all-residential?page=445","RM 268,000","Taman Aman","Off Jalan Taman Aman, Senai, Johor","Landed","3 beds","2 bath","RM 118/sqft","2,270 sqft","",""
"1647920325-4204","https://www.edgeprop.my/buy/johor/all-residential?page=697","RM 425,000EdgeProp Only","Seri Austin Residence","Jalan Seri Austin 1/17, Taman Seri Austin, Johor Bahru, Johor","Non Landed","3 + 1 beds","3 bath","3 carpark","RM 351/sqft","",""
"1647919637-1796","https://www.edgeprop.my/buy/johor/all-residential?page=817","RM 360,000EdgeProp Only","Lake View Suites","Jalan Austin Perdana 1, Taman Austin Perdana, Johor Bahru, Johor","Non Landed","3 beds","2 bath","RM 402/sqft","895 sqft","",""
"1647924069-16250","https://www.edgeprop.my/buy/johor/all-residential?page=95","RM 488,000EdgeProp Only","Taman Universiti","Jalan Pendidikan; Jalan Kejayaan; Jalan Pertanian, Skudai, Johor","Landed","4 beds","3 bath","RM 375/sqft","1,300 sqft","",""
